,course_level,course_rating,course_title,course_type,link,skills
1824,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1825,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1826,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1827,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1828,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1829,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1830,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1831,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1832,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1833,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1834,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1835,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1836,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1837,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1838,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1839,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1840,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1841,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1842,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1843,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1844,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1845,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1846,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1847,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1848,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1849,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1850,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1851,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1852,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1853,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1854,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1855,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1856,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1857,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1858,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1859,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1860,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1861,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1862,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1863,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1864,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1865,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1866,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1867,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1868,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1869,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1870,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1871,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1872,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1873,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1874,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1875,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1876,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1877,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1878,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1879,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1880,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1881,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1882,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1883,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1884,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
